AT,V,AP,RH,PE
0.37252124645892354,0.29181494661921703,0.7715911902994302,0.6382037533512065,0.5695364238410596
0.6620396600566573,0.6690391459074733,0.6718634001484781,0.4493297587131367,0.31933774834437106
0.0934844192634561,0.24982206405693946,0.4768621628309824,0.8924932975871314,0.9046357615894042
0.5396600566572238,0.5686832740213523,0.4293491709972788,0.6847184986595175,0.3472847682119209
0.25524079320113313,0.21601423487544483,0.4043553575847574,0.9525469168900805,0.7104635761589402
0.6929178470254959,0.6064056939501778,0.47859440732492076,0.4451742627345846,0.31006622516556326
0.39886685552407936,0.3309608540925267,0.522890373669884,0.6659517426273458,0.6237086092715236
0.21728045325779038,0.3443060498220641,0.6490967582281623,0.5478552278820377,0.7703311258278149
0.3634560906515581,0.3494661921708185,0.714922048997773,0.2103217158176944,0.7380132450331129
0.2813031161473088,0.3238434163701068,0.5506062855728784,0.6053619302949061,0.7581456953642385
0.45835694050991505,0.3266903914590747,0.38975501113585775,0.6632707774798928,0.4339072847682118
0.5192634560906516,0.38380782918149464,0.5387280376144519,0.518230563002681,0.44675496688741745
0.638243626062323,0.8565836298932384,0.4558277654046022,0.7853887399463808,0.2652980132450335
0.6770538243626063,0.5912811387900356,0.49195743627814925,0.4861930294906166,0.41086092715231765
0.6906515580736545,0.7825622775800712,0.4105419450631043,0.8315013404825738,0.18185430463576183
0.5555240793201135,0.3279359430604982,0.565949022519179,0.2348525469168901,0.5553642384105961
0.46458923512747885,0.3494661921708185,0.7416481069042329,0.312064343163539,0.6262251655629143
0.2614730878186969,0.2914590747330961,0.7352140559267523,0.6963806970509384,0.7541721854304635
0.35807365439093486,0.48736654804270463,0.7691165553080936,0.5097855227882038,0.5243708609271528
0.3444759206798867,0.23327402135231315,0.5508537490720121,0.39839142091152824,0.583311258278146
0.4518413597733712,0.30355871886121,0.4008908685968834,0.5455764075067024,0.6358940397350992
0.1019830028328612,0.2617437722419929,0.6500866122246969,0.5256032171581769,0.9931125827814572
0.16855524079320114,0.301067615658363,0.3867854491462511,0.7741286863270778,0.8415894039735102
0.7201133144475922,0.6857651245551601,0.5298193516456319,0.2899463806970509,0.30927152317880824
0.7237960339943343,0.41352313167259785,0.2546399406087595,0.3936997319034853,0.2092715231788081
0.7269121813031162,0.8071174377224198,0.42266765652066457,0.6576407506702414,0.3045033112582783
0.3623229461756374,0.24822064056939505,0.4508784954219263,0.6294906166219839,0.5814569536423846
