AT,V,AP,RH,PE
-0.6295193842495004,-0.9872965869665314,1.8204883953711193,-0.00951935257717499,0.5212080662343581
0.7419091065184282,0.6810451239033816,1.1418628023239143,-0.9746205161948536,-0.585664421995219
-1.951297332788062,-1.1730176453463896,-0.18507756323737812,1.289839701633425,2.0036788948319404
0.16220547832689663,0.2372032725210085,-0.5083929822573817,0.22815992618459524,-0.4620275268038783
-1.1850686945997182,-1.3225388364149193,-0.6784703641376982,1.596699404472829,1.1446661538342888
0.8881769201130507,0.4040374436079996,-0.1732900219189318,-0.9958541117038298,-0.6266814014425822
-0.5047220754027124,-0.8141667867819176,0.12813424893825937,0.13226626904728117,0.7608644175768148
-1.3648841718628322,-0.7551452639917084,0.9869408307101661,-0.4711788162239562,1.4095186496944125
-0.6724603937451694,-0.7323236085128276,1.4348674008108004,-2.195894735307927,1.266545178477887
-1.06161329229967,-0.845644932270029,0.31673491003326626,-0.17733325256747412,1.3556106195635904
-0.22292170058738486,-0.8330536740747847,-0.7778224981073943,0.11856717517052287,-0.07881174739565182
0.06558820696164154,-0.5804415565326894,0.23590605527826058,-0.6225538035621447,-0.02197393301858879
0.6291889565922971,1.5104942575151212,-0.3282119935326991,0.7425609012568997,-0.8247348164884248
0.8130301534956301,0.33714638444576295,-0.08235756031955997,-0.786257975389416,-0.1807682391648141
0.8774416677391337,1.1831215444387613,-0.6363720022861343,0.978185315937156,-1.193887631514701
0.2373522449443177,-0.8275449986143651,0.42113884742514546,-2.0705480263355813,0.4585106833648165
-0.1933997565591121,-0.7323236085128276,1.6167323240095632,-1.6760141226849188,0.7719975977125277
-1.1555467505714458,-0.9888704942409366,1.5729500276839383,0.2877509845484976,1.338031914086148
-0.6979566181332231,-0.12243453968066609,1.803649050630509,-0.6657059492739356,0.3213967806407728
-0.7623681323767264,-1.246204333606249,0.3184188445073273,-1.234903299853276,0.5821475785561571
-0.25378555116239654,-0.935357646911147,-0.7020454467745717,-0.4828230460192015,0.8147724477076336
-1.9110401363858724,-1.1202917516538025,0.9936765686064102,-0.5848812954010574,2.395098070129642
-1.5956920979020532,-0.9463749978319861,-0.7980297117961458,0.6850247069745112,1.7247634345898664
1.0169999486000578,0.7550187658004436,0.1752844142120063,-1.7890316471681817,-0.6301971425380707
1.0344447337076732,-0.44902029911982344,-1.6972507209455554,-1.2588767141376047,-1.0725945637203536
1.0492057057218094,1.2917211463727456,-0.5538592130570676,0.08979907802932866,-0.6512915891110015
-0.6778280199321283,-1.1801002280812143,-0.36189068301393873,-0.05404140767664244,0.5739441826666851
-1.5755634997009582,-1.1289482416630332,1.7362916716680106,1.0364064649133817,1.239591163412474
-1.8573638745162864,-1.4571079083765963,-0.18844543218550017,1.2994290673471567,1.7605068023939985
1.4598291090241446,0.8557488313624012,-0.09582903611204815,-2.1547974536776495,-0.9653644603079603
0.5661193488955334,0.7581665803492547,0.9701014859695367,-1.9883534630750264,-0.5423036151508622
0.864022602271737,0.3229812189761122,0.06414473892388306,-0.5978954345839784,-0.9085266459308973
1.2907488841349477,0.987170088775266,-0.36189068301393873,-0.6889944088644263,-0.7843037938903091
1.0371285468011526,1.562433197570505,-0.5353359338423772,0.3630960008706723,-1.0380231096147199
0.6922585642890609,0.7581665803492547,0.9263191896439119,-1.9725995051167537,-0.5921099473369483
-0.9260807310789646,-0.808658111321498,-1.005153652105843,1.1062718436848529,0.673556847038854
0.6721299660879662,0.741640553967996,-0.31305658326613073,0.08294953109094852,-0.585664421995219
-0.4389686546124695,-0.539519967398144,-0.5353359338423772,1.0651745620545758,-0.21533969327044794
-0.7704195716571645,-1.1769524135324032,0.2409578587004628,0.15076004578090665,0.8587192114012377
0.473527797170497,-0.23654281707507072,-0.20528477692612954,0.3651508649521862,-0.32256979668284125
0.37825243235198125,-0.539519967398144,-0.9495838144617719,0.22884488087843355,-0.4233543747535085
-0.8401987120876265,-0.7441279130708693,0.6703611495864066,0.48844270984301785,0.8680945209892081
-1.3917223027976253,-1.0046095669849926,0.8539100072592304,0.45077020168193055,1.6661677496650606
-1.0508780399257527,-0.9007316868742244,0.14497359367888876,1.0254471898119746,1.3087340716237452
-1.2588735546703995,-1.0754353943332435,1.2412149362936105,0.7733838624796068,1.208535450402329
0.43863822695526616,0.7581665803492547,1.0138837822951616,-2.0972612593952613,-0.5944537747339385
-0.4899611033885763,-1.2934215518384165,1.175541491805173,0.34939690699391296,0.4081183943294828
0.2105141140095242,-0.8558753295536655,-0.3871497001248732,-0.8383145321211004,-0.3694463446226864
-0.8308053662604489,-0.7551452639917084,0.21064703816732608,-1.5965593781997163,1.1856831332816555
-1.3769613307834891,-1.1171439371049914,2.6742431737208623,0.2726819812840627,1.0948598216482062
1.5322920625480858,1.5104942575151212,-0.4511392101392495,-2.03082065409298,-1.306977303419576
-0.916687385251787,-1.2344000290482071,0.9178995172736067,0.7185874869725707,0.7643801586723034
1.7335780445590343,1.937023128879033,-0.279377893784872,-0.4684389974486049,-1.4206529321736987
-1.5487253687661653,-0.9542445342040141,0.2628490068632752,1.354910397548031,1.128259362055345
-0.7690776651104249,-1.1738045989835921,-0.05373067426048429,0.4939223473937214,1.0222011723414466
0.45474110551614166,0.40325048997079693,-0.5100769167314427,-0.29583041460144055,-0.6665264671914504
1.0277352009739749,0.7975142622093941,0.23422212080419955,-1.098597315779523,-0.6794175178749092
-1.8439448090488895,-1.178526320806809,-0.518496589101767,1.5220393428444918,2.1753642516616214
0.7526443588923457,0.533097840109257,0.07088047682012714,-0.10883778318367864,-0.4046037555775711
1.1163010330587921,0.3568202253758327,-1.8538566270333645,-1.0568150794554079,-0.4837079302260567
0.8626806957249971,-0.15784745335479183,-1.048935948431468,-0.6828298166198844,-0.6987540939000941
1.255859313919717,0.897457374134148,0.059092935501699986,-1.7287556341104415,-0.47726240488432725
-1.002569404243125,-1.117930890742194,0.5743768845648326,1.2713459248998007,1.0034505531655091
-0.7905481698582594,-0.6638586420761852,-0.7357241362558304,0.9562667657343409,0.535271030616312
0.7848501160140973,0.3528854571898184,0.4649211437507703,-0.610224619073061,-0.8411416082673722
1.1552163229142427,0.8683400895576455,0.21906671053763122,-2.0486294761327666,-0.7813740096440716
